Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2/19/2014,19,February,2014,38,Adults (35-64),M,Germany,Nordrhein-westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61,Low
9/20/2015,20,September,2015,31,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 38",3,713,1120,986,2139,3125,High
4/11/2014,11,April,2014,49,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,70,64,134,Low
1/31/2016,31,January,2016,26,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33,Low
7/11/2015,11,July,2015,45,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",3,1912,3400,2322,5736,8058,High
1/4/2016,4,January,2016,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,87,52,139,Low
10/9/2015,9,October,2015,22,Youth (<25),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",5,9,24,70,45,115,Low
4/13/2014,13,April,2014,30,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1264,2171,3435,High
1/11/2016,11,January,2016,25,Young Adults (25-34),M,United Kingdom,England,Clothing,Vests,"Classic Vest, L",31,24,64,1161,744,1905,High
4/30/2016,30,April,2016,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,7,13,35,115,91,206,High
1/16/2016,16,January,2016,37,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Low
9/2/2013,2,September,2013,33,Young Adults (25-34),F,Australia,South Australia,Accessories,Tires and Tubes,ML Road Tire,24,9,25,276,216,492,High
1/17/2016,17,January,2016,30,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire,9,11,29,144,99,243,High
4/3/2016,3,April,2016,29,Young Adults (25-34),F,Germany,Brandenburg,Clothing,Caps,AWC Logo Cap,17,7,9,32,119,151,Low
4/18/2016,18,April,2016,44,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540,556,1032,1588,High
4/17/2016,17,April,2016,54,Adults (35-64),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",29,9,24,407,261,668,High
10/14/2015,14,October,2015,50,Adults (35-64),M,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Low
5/18/2016,18,May,2016,27,Young Adults (25-34),F,France,Seine (paris),Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,473,1482,1955,High
11/16/2013,16,November,2013,39,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,556,351,907,High
7/18/2015,18,July,2015,47,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25,Low
1/24/2014,24,January,2014,32,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,854,1482,2336,High
2/3/2011,3,February,2011,43,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,792,1426,2218,High
9/28/2015,28,September,2015,23,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48,Low
5/15/2016,15,May,2016,32,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,LL Road Tire,18,8,21,166,144,310,High
12/11/2013,11,December,2013,54,Adults (35-64),M,France,Essonne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,276,1176,1452,High
6/19/2014,19,June,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450,High
1/24/2016,24,January,2016,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94,Low
12/11/2013,11,December,2013,59,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79,Low
1/21/2016,21,January,2016,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,High
11/19/2015,19,November,2015,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,17,17,34,Low
2/12/2014,12,February,2014,52,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,10,9,25,150,90,240,High
12/2/2015,2,December,2015,47,Adults (35-64),M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",30,26,70,1299,780,2079,High
3/18/2016,18,March,2016,38,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,195,117,312,High
5/4/2016,4,May,2016,19,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748,High
9/13/2013,13,September,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,17,9,26,Low
11/18/2013,18,November,2013,19,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,68,24,92,Low
12/23/2013,23,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,Low
4/2/2014,2,April,2014,23,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,2,12,33,27,24,51,Low
5/17/2015,17,May,2015,31,Young Adults (25-34),F,France,Seine Et Marne,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,1345,4665,6010,High
11/11/2015,11,November,2015,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94,Low
11/9/2015,9,November,2015,23,Youth (<25),F,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire,13,11,29,230,143,373,High
8/2/2013,2,August,2013,36,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,326,312,638,High
3/28/2014,28,March,2014,40,Adults (35-64),F,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,790,1555,2345,High
8/4/2015,4,August,2015,28,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,20,8,21,252,160,412,High
2/7/2014,7,February,2014,42,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",1,1912,3400,774,1912,2686,High
5/23/2016,23,May,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,16,21,55,509,336,845,High
3/6/2014,6,March,2014,29,Young Adults (25-34),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660,High
3/3/2014,3,March,2014,34,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,4,4,8,Low
11/25/2015,25,November,2015,52,Adults (35-64),M,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,High
6/20/2016,20,June,2016,33,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,LL Road Tire,21,8,21,189,168,357,High
12/9/2015,9,December,2015,31,Young Adults (25-34),F,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658,High
6/14/2014,14,June,2014,31,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,257,234,491,High
8/29/2013,29,August,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,High
10/19/2013,19,October,2013,43,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113,High
9/1/2011,1,September,2011,42,Adults (35-64),M,France,Somme,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,935,3249,4184,High
2/10/2016,10,February,2016,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,21,21,55,702,441,1143,High
3/1/2014,1,March,2014,63,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Low
8/3/2015,3,August,2015,40,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,18,7,9,7,126,133,Low
2/5/2014,5,February,2014,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,Low
3/18/2016,18,March,2016,31,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-1000 Blue, 46",3,1482,2384,1419,4446,5865,High
6/29/2014,29,June,2014,27,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,533,325,858,High
5/8/2014,8,May,2014,33,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,44,46,90,Low
9/25/2015,25,September,2015,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249,High
8/27/2013,27,August,2013,49,Adults (35-64),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,3,8,22,33,24,57,Low
10/31/2015,31,October,2015,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10,Low
8/6/2015,6,August,2015,52,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,14,9,25,210,126,336,High
8/19/2012,19,August,2012,37,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-650 Red, 48",2,487,783,561,974,1535,High
6/18/2016,18,June,2016,43,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1134,2532,3666,High
6/26/2016,26,June,2016,20,Youth (<25),M,Germany,Bayern,Accessories,Fenders,Fender Set - Mountain,6,8,22,83,48,131,Low
9/16/2013,16,September,2013,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Low
9/27/2013,27,September,2013,31,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,362,221,583,High
7/9/2013,9,July,2013,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,High
2/8/2016,8,February,2016,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,Low
10/21/2013,21,October,2013,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,5,8,22,69,40,109,Low
6/21/2014,21,June,2014,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5,11,8,19,Low
1/12/2014,12,January,2014,42,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, S",2,9,24,24,18,42,Low
6/7/2016,7,June,2016,42,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993,High
6/28/2014,28,June,2014,42,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,20,8,22,271,160,431,High
10/29/2013,29,October,2013,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1,1898,3375,768,1898,2666,High
6/28/2016,28,June,2016,41,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,308,234,542,High
6/10/2016,10,June,2016,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,21,22,43,Low
4/1/2013,1,April,2013,30,Young Adults (25-34),F,Germany,Bayern,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,601,1083,1684,High
3/23/2016,23,March,2016,34,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,191,344,535,High
6/29/2011,29,June,2011,18,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1371,2171,3542,High
1/28/2014,28,January,2014,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26,Low
12/8/2012,8,December,2012,39,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1443,2504,3947,High
6/28/2016,28,June,2016,41,Adults (35-64),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, S",28,9,24,326,252,578,High
5/26/2013,26,May,2013,29,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949,High
1/16/2016,16,January,2016,23,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,332,247,579,High
11/23/2015,23,November,2015,36,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,146,75,221,High
7/14/2016,14,July,2016,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,64,44,108,Low
12/19/2012,19,December,2012,19,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,295,540,263,590,853,High
7/9/2014,9,July,2014,46,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",29,9,24,428,261,689,High
7/3/2012,3,July,2012,30,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,252,688,940,High
10/6/2013,6,October,2013,33,Young Adults (25-34),F,France,Seine (paris),Clothing,Socks,"Racing Socks, L",5,3,9,22,15,37,Low
11/28/2015,28,November,2015,33,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,21,13,34,Low
9/5/2013,5,September,2013,38,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98,Low
6/13/2015,13,June,2015,37,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,769,1426,2195,High
12/29/2015,29,December,2015,32,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,120,344,464,High
5/9/2014,9,May,2014,20,Youth (<25),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,3,7,9,4,21,25,Low
10/21/2011,21,October,2011,44,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-650 Red, 60",3,487,783,724,1461,2185,High
4/2/2016,2,April,2016,49,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,257,234,491,High
4/1/2016,1,April,2016,51,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34,Low
9/6/2015,6,September,2015,42,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,27,28,55,Low
9/11/2015,11,September,2015,44,Adults (35-64),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",5,26,70,143,130,273,High
5/17/2014,17,May,2014,41,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,58,44,102,Low
2/7/2016,7,February,2016,55,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,73,39,112,Low
5/3/2014,3,May,2014,28,Young Adults (25-34),M,France,Loir Et Cher,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065,High
4/10/2014,10,April,2014,27,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Fenders,Fender Set - Mountain,27,8,22,271,216,487,High
11/7/2015,7,November,2015,40,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,596,364,960,High
11/6/2015,6,November,2015,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,High
5/5/2016,5,May,2016,38,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,469,312,781,High
3/23/2016,23,March,2016,17,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Black, 38",3,1898,3375,3115,5694,8809,High
6/6/2014,6,June,2014,41,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,835,2171,3006,High
12/26/2013,26,December,2013,50,Adults (35-64),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,205,755,960,High
1/17/2016,17,January,2016,46,Adults (35-64),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,28,3,8,136,84,220,High
5/2/2016,2,May,2016,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,279,208,487,High
2/23/2016,23,February,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144,Low
10/5/2013,5,October,2013,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,84,76,160,Low
3/15/2016,15,March,2016,19,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111,Low
12/12/2015,12,December,2015,19,Youth (<25),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17,Low
5/19/2014,19,May,2014,36,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,592,1482,2074,High
12/19/2013,19,December,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Low
10/23/2015,23,October,2015,57,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,HL Road Tire,9,12,33,183,108,291,High
1/26/2014,26,January,2014,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30,Low
5/31/2014,31,May,2014,22,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4,Low
10/20/2015,20,October,2015,21,Youth (<25),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,18,21,55,404,378,782,High
9/14/2015,14,September,2015,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144,Low
6/20/2014,20,June,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,25,12,33,517,300,817,High
6/11/2016,11,June,2016,34,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,9,7,9,16,63,79,Low
1/22/2013,22,January,2013,40,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791,High
11/19/2013,19,November,2013,45,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,26,7,9,1,182,183,Low
8/14/2013,14,August,2013,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631,High
7/13/2013,13,July,2013,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,362,713,1075,High
5/2/2016,2,May,2016,45,Adults (35-64),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,157,117,274,High
12/21/2013,21,December,2013,23,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,42,30,72,Low
2/28/2014,28,February,2014,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098,High
7/1/2013,1,July,2013,29,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",14,38,50,161,532,693,High
9/18/2013,18,September,2013,41,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,534,319,853,High
9/3/2013,3,September,2013,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633,High
12/4/2013,4,December,2013,18,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,38,40,78,Low
3/2/2016,2,March,2016,42,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123,Low
10/10/2013,10,October,2013,18,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,18,11,29,Low
4/11/2016,11,April,2016,36,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53,Low
5/7/2014,7,May,2014,28,Young Adults (25-34),M,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Blue, 50",1,461,742,147,461,608,High
2/12/2016,12,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,16,21,37,Low
5/4/2016,4,May,2016,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,High
1/2/2016,2,January,2016,34,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,12,16,28,Low
5/10/2016,10,May,2016,56,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,70,48,118,Low
2/21/2016,21,February,2016,18,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,4,11,30,60,44,104,Low
11/12/2015,12,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113,High
11/13/2015,13,November,2015,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Low
7/14/2016,14,July,2016,22,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,29,30,59,Low
2/17/2016,17,February,2016,38,Adults (35-64),M,France,Seine Et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,6,6,12,Low
3/28/2016,28,March,2016,32,Young Adults (25-34),M,France,Seine (paris),Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,44,42,86,Low
2/27/2014,27,February,2014,32,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",27,38,50,27,1026,1053,Low
1/9/2013,9,January,2013,25,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,250,713,963,High
5/18/2016,18,May,2016,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,523,1032,1555,High
6/25/2014,25,June,2014,28,Young Adults (25-34),M,France,Seine (paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,205,713,918,High
12/21/2015,21,December,2015,38,Adults (35-64),M,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,23,8,22,241,184,425,High
7/20/2016,20,July,2016,47,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,21,21,42,Low
3/6/2014,6,March,2014,51,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,32,22,54,Low
2/7/2014,7,February,2014,22,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,53,38,91,Low
6/18/2016,18,June,2016,28,Young Adults (25-34),M,France,Yveline,Accessories,Fenders,Fender Set - Mountain,30,8,22,262,240,502,High
8/18/2015,18,August,2015,24,Youth (<25),F,France,Seine (paris),Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918,High
12/1/2011,1,December,2011,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,185,344,529,High
4/3/2016,3,April,2016,51,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,534,319,853,High
2/9/2016,9,February,2016,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Low
3/30/2014,30,March,2014,35,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,6,11,29,77,66,143,Low
3/30/2016,30,March,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,238,143,381,High
6/22/2016,22,June,2016,38,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",3,1482,2384,1705,4446,6151,High
5/17/2016,17,May,2016,32,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,192,143,335,High
1/17/2014,17,January,2014,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,165,112,277,High
6/15/2014,15,June,2014,43,Adults (35-64),M,United Kingdom,England,Clothing,Socks,"Racing Socks, L",28,3,9,158,84,242,High
5/22/2014,22,May,2014,41,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,30,9,25,345,270,615,High
4/6/2016,6,April,2016,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",2,1912,3400,1480,3824,5304,High
6/11/2014,11,June,2014,29,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902,High
6/14/2014,14,June,2014,33,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,174,344,518,High
7/15/2015,15,July,2015,29,Young Adults (25-34),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,251,461,712,High
4/19/2014,19,April,2014,51,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5,Low
2/16/2014,16,February,2014,34,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,149,91,240,High
6/8/2014,8,June,2014,36,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,244,1083,1327,High
10/10/2013,10,October,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,0,126,126,Low
