Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
12/11/2015,11,December,2015,40,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,476,286,762
8/30/2013,30,August,2013,55,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,43,39,82
5/8/2016,8,May,2016,35,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,12,7,9,20,84,104
8/27/2015,27,August,2015,27,Young Adults (25-34),F,Australia,South Australia,Bikes,Touring Bikes,"Touring-1000 Blue, 50",3,1482,2384,1419,4446,5865
6/9/2016,9,June,2016,65,Seniors (64+),F,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,128,78,206
11/24/2013,24,November,2013,52,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,64,39,103
2/15/2014,15,February,2014,29,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,120,90,210
11/9/2015,9,November,2015,19,Youth (<25),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
11/2/2013,2,November,2013,51,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902
1/17/2016,17,January,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
1/31/2016,31,January,2016,21,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,1,8,22,14,8,22
12/6/2015,6,December,2015,31,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,46,48,94
11/29/2015,29,November,2015,44,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
10/23/2013,23,October,2013,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
3/9/2014,9,March,2014,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,35,26,61
12/18/2012,18,December,2012,26,Young Adults (25-34),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1260,2504,3764
5/16/2013,16,May,2013,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
2/21/2013,21,February,2013,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506
10/2/2013,2,October,2013,46,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,20,12,33,394,240,634
4/11/2014,11,April,2014,42,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,405,247,652
5/8/2014,8,May,2014,43,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,128,78,206
5/25/2016,25,May,2016,27,Young Adults (25-34),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, L",16,9,24,186,144,330
3/26/2016,26,March,2016,25,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,78,52,130
10/24/2013,24,October,2013,35,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203
8/28/2013,28,August,2013,37,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",28,26,70,1193,728,1921
5/12/2013,12,May,2013,26,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995
9/27/2013,27,September,2013,27,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,19,30,49
8/25/2013,25,August,2013,29,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535
2/21/2013,21,February,2013,35,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,385,713,1098
1/1/2016,1,January,2016,22,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,39,34,73
1/1/2016,1,January,2016,39,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
10/10/2013,10,October,2013,42,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,47,32,79
6/8/2016,8,June,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,7,9,16
7/27/2015,27,July,2015,42,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,193,755,948
11/13/2015,13,November,2015,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,21,7,9,12,147,159
7/15/2016,15,July,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,260,156,416
11/12/2015,12,November,2015,36,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,878,1482,2360
6/17/2014,17,June,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,10,13,23
10/6/2015,6,October,2015,38,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
6/2/2016,2,June,2016,53,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",21,38,50,105,798,903
11/29/2013,29,November,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,24,21,55,803,504,1307
5/1/2014,1,May,2014,35,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,177,120,297
1/31/2016,31,January,2016,62,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,154,117,271
12/1/2015,1,December,2015,29,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,267,221,488
11/22/2015,22,November,2015,32,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
11/3/2013,3,November,2013,39,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,43,39,82
12/20/2013,20,December,2013,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
5/13/2014,13,May,2014,50,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,61,418,479
12/10/2015,10,December,2015,31,Young Adults (25-34),M,United States,California,Clothing,Socks,"Racing Socks, M",26,3,9,151,78,229
4/5/2016,5,April,2016,40,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",8,38,50,44,304,348
10/3/2013,3,October,2013,39,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,8,8,16
1/31/2014,31,January,2014,22,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,123,90,213
8/21/2013,21,August,2013,18,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,184,110,294
1/28/2014,28,January,2014,25,Young Adults (25-34),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,176,117,293
6/25/2014,25,June,2014,55,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,29,8,22,393,232,625
5/5/2014,5,May,2014,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,28,20,48
5/15/2014,15,May,2014,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,14,8,22,184,112,296
12/8/2015,8,December,2015,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,185,461,646
4/1/2015,1,April,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,570,1555,2125
12/25/2013,25,December,2013,56,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37
8/8/2013,8,August,2013,26,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,12,16,28
1/20/2016,20,January,2016,78,Seniors (64+),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,7,3,8,34,21,55
4/16/2014,16,April,2014,68,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire,1,11,29,14,11,25
11/18/2015,18,November,2015,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
6/30/2016,30,June,2016,41,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,84,63,147
1/6/2016,6,January,2016,40,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,8,9,17
3/13/2013,13,March,2013,38,Adults (35-64),M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,882,1252,2134
12/11/2015,11,December,2015,17,Youth (<25),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,120,344,464
5/2/2016,2,May,2016,21,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,8,9,25,126,72,198
8/27/2015,27,August,2015,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,11,4,15
11/23/2013,23,November,2013,52,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,95,100,195
3/22/2016,22,March,2016,45,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,6,9,25,65,54,119
9/4/2013,4,September,2013,64,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,50,36,86
5/3/2014,3,May,2014,48,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249
6/14/2016,14,June,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9
5/3/2016,3,May,2016,45,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,25,7,9,3,175,178
1/18/2016,18,January,2016,34,Young Adults (25-34),M,Australia,Tasmania,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,194,713,907
8/8/2015,8,August,2015,18,Youth (<25),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588
9/29/2015,29,September,2015,20,Youth (<25),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,53,36,89
7/20/2015,20,July,2015,36,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26
12/13/2015,13,December,2015,54,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,172,156,328
4/18/2014,18,April,2014,29,Young Adults (25-34),F,United States,Florida,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,122,78,200
3/14/2014,14,March,2014,27,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,122,91,213
12/21/2015,21,December,2015,28,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,17,7,9,31,119,150
2/22/2014,22,February,2014,55,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,73,39,112
10/24/2015,24,October,2015,19,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25
1/29/2014,29,January,2014,53,Adults (35-64),F,United States,Washington,Accessories,Hydration Packs,Hydration Pack - 70 oz.,18,21,55,394,378,772
9/29/2013,29,September,2013,62,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,61,42,103
7/4/2014,4,July,2014,24,Youth (<25),M,Australia,South Australia,Accessories,Fenders,Fender Set - Mountain,25,8,22,251,200,451
6/22/2014,22,June,2014,18,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,32,34,66
5/15/2014,15,May,2014,30,Young Adults (25-34),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
10/19/2013,19,October,2013,35,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,62,44,106
12/9/2015,9,December,2015,17,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119
1/15/2014,15,January,2014,47,Adults (35-64),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,1,8,21,9,8,17
4/1/2014,1,April,2014,32,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,133,92,225
5/3/2014,3,May,2014,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,391,247,638
7/12/2016,12,July,2016,31,Young Adults (25-34),M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,247,156,403
1/12/2016,12,January,2016,38,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,278,247,525
5/15/2016,15,May,2016,30,Young Adults (25-34),F,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",11,38,50,110,418,528
3/10/2016,10,March,2016,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,91,62,153
9/19/2015,19,September,2015,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,1765,2504,4269
3/4/2013,4,March,2013,41,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,312,1083,1395
1/28/2014,28,January,2014,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,165,104,269
12/5/2015,5,December,2015,50,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
6/16/2016,16,June,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,13,9,25,205,117,322
8/13/2013,13,August,2013,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,22,24,46
2/27/2014,27,February,2014,17,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,22,23,45
7/9/2015,9,July,2015,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,401,1482,1883
3/24/2016,24,March,2016,25,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,6,6,12
3/26/2016,26,March,2016,27,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,349,260,609
1/16/2014,16,January,2014,37,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",2,9,24,30,18,48
10/31/2013,31,October,2013,25,Young Adults (25-34),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
11/19/2013,19,November,2013,35,Adults (35-64),M,Germany,Bayern,Clothing,Gloves,"Half-Finger Gloves, M",3,9,24,44,27,71
5/30/2014,30,May,2014,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,88,78,166
4/28/2014,28,April,2014,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,15,7,9,25,105,130
5/28/2014,28,May,2014,25,Young Adults (25-34),M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,735,1482,2217
7/30/2015,30,July,2015,40,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,7,12,19
10/15/2015,15,October,2015,45,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36
9/11/2013,11,September,2013,19,Youth (<25),F,United Kingdom,England,Clothing,Vests,"Classic Vest, M",10,24,64,374,240,614
7/6/2014,6,July,2014,39,Adults (35-64),M,Germany,Bayern,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25
8/10/2015,10,August,2015,45,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,31,3,9,141,93,234
5/9/2016,9,May,2016,41,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Yellow, 58",1,461,742,266,461,727
4/26/2012,26,April,2012,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1581,3110,4691
2/7/2016,7,February,2016,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,18,19,37
12/1/2015,1,December,2015,31,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,585,351,936
9/10/2015,10,September,2015,26,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",7,38,50,0,266,266
6/13/2016,13,June,2016,41,Adults (35-64),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",30,9,24,421,270,691
11/23/2013,23,November,2013,52,Adults (35-64),F,United States,Washington,Clothing,Vests,"Classic Vest, L",6,24,64,156,144,300
2/11/2014,11,February,2014,39,Adults (35-64),F,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, S",6,26,70,205,156,361
12/5/2013,5,December,2013,33,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588
6/9/2016,9,June,2016,24,Youth (<25),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,20,8,22,262,160,422
1/30/2016,30,January,2016,49,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
7/1/2014,1,July,2014,34,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,45,19,64
11/19/2015,19,November,2015,62,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",22,38,50,253,836,1089
4/23/2016,23,April,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,16,14,30
6/23/2014,23,June,2014,35,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29
9/13/2013,13,September,2013,22,Youth (<25),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,8,8,21,101,64,165
10/15/2013,15,October,2013,29,Young Adults (25-34),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,68,63,131
3/17/2016,17,March,2016,31,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,21,13,35,447,273,720
12/12/2015,12,December,2015,57,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24
12/11/2013,11,December,2013,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,371,234,605
4/21/2016,21,April,2016,42,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
5/31/2016,31,May,2016,42,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,257,234,491
6/23/2016,23,June,2016,46,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,7,8,15
8/7/2015,7,August,2015,44,Adults (35-64),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, M",10,9,24,119,90,209
10/18/2013,18,October,2013,22,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,49,36,85
6/11/2014,11,June,2014,46,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,295,420,715
11/3/2015,3,November,2015,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,10,9,25,108,90,198
12/21/2015,21,December,2015,47,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,90,64,154
3/24/2014,24,March,2014,24,Youth (<25),F,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,12,10,22
1/26/2014,26,January,2014,54,Adults (35-64),F,France,Hauts de Seine,Clothing,Gloves,"Half-Finger Gloves, L",4,9,24,53,36,89
5/9/2016,9,May,2016,42,Adults (35-64),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,29,7,9,40,203,243
7/10/2016,10,July,2016,32,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,23,20,43
10/1/2013,1,October,2013,22,Youth (<25),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,25,8,22,345,200,545
5/13/2014,13,May,2014,49,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,17,13,30
3/5/2014,5,March,2014,48,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
9/12/2013,12,September,2013,51,Adults (35-64),F,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,55,510,399,909
6/13/2016,13,June,2016,59,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,241,882,1123
10/21/2013,21,October,2013,58,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,53,48,101
4/27/2013,27,April,2013,33,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
12/16/2013,16,December,2013,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
3/3/2014,3,March,2014,26,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
1/1/2016,1,January,2016,43,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14
1/29/2014,29,January,2014,30,Young Adults (25-34),M,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,20,9,25,200,180,380
4/29/2014,29,April,2014,42,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,563,338,901
2/4/2016,4,February,2016,32,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375,937,1898,2835
1/7/2014,7,January,2014,28,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,17,25,42
8/15/2013,15,August,2013,24,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,37,38,75
9/8/2015,8,September,2015,19,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,8,11,19
10/22/2015,22,October,2015,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8,74,45,119
3/18/2011,18,March,2011,52,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,790,1555,2345
6/14/2014,14,June,2014,56,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,9,8,22,122,72,194
5/12/2016,12,May,2016,38,Adults (35-64),M,Australia,New South Wales,Clothing,Vests,"Classic Vest, S",23,24,64,729,552,1281
12/23/2015,23,December,2015,23,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,19,8,22,212,152,364
4/6/2014,6,April,2014,34,Young Adults (25-34),F,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,378,1482,1860
12/4/2013,4,December,2013,26,Young Adults (25-34),F,France,Garonne (Haute),Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
3/19/2016,19,March,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24
5/31/2014,31,May,2014,36,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,120,91,211
2/18/2016,18,February,2016,40,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
12/12/2015,12,December,2015,31,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,554,338,892
7/22/2015,22,July,2015,34,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
8/27/2015,27,August,2015,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,42,17,59
8/12/2013,12,August,2013,21,Youth (<25),M,United States,Washington,Clothing,Socks,"Racing Socks, L",24,3,9,96,72,168
4/1/2014,1,April,2014,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,217,130,347
1/9/2016,9,January,2016,39,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,21,23,44
11/12/2013,12,November,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,20,14,34
1/28/2016,28,January,2016,38,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
3/25/2016,25,March,2016,30,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,7,3,10
2/7/2016,7,February,2016,54,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,124,78,202
3/18/2014,18,March,2014,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
6/12/2016,12,June,2016,27,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,265,487,752
